t,x,y,z
13.016,-3.64083019491,-2.15782098615,24.0944681279
13.024,-3.52220844073,-2.25431190132,23.6433221359
13.032,-3.42079294665,-2.35903675086,23.2024713254
13.04,-3.33586604147,-2.47145347616,22.7720618456
13.048,-3.26672410072,-2.59119754327,22.3522312749
13.056,-3.21269062287,-2.71806355071,21.9431189503
13.064,-3.17312678832,-2.8519879791,21.5448744501
13.072,-3.14743979416,-2.99303327294,21.1576647391
13.08,-3.13508924887,-3.14137333956,20.7816804036
13.088,-3.13559189569,-3.29728046758,20.4171413289
13.096,-3.14852491182,-3.46111360403,20.0643021096
13.104,-3.17352800606,-3.63330788005,19.7234574272
13.112,-3.2103045108,-3.81436523723,19.3949475869
13.12,-3.25862163694,-4.00484597621,19.0791643705
13.128,-3.31831003241,-4.20536102412,18.776557331
13.136,-3.38926275749,-4.41656469535,18.4876406357
13.144,-3.47143376306,-4.63914769904,18.2130005398
13.152,-3.5648359312,-4.87383012539,17.9533035608
13.16,-3.66953871161,-5.12135411959,17.7093054006
13.168,-3.78566536101,-5.38247592623,17.4818606477
13.176,-3.91338976705,-5.65795695752,17.2719332659
13.184,-4.05293281183,-5.94855350486,17.0806078466
13.192,-4.20455820333,-6.25500467547,16.9091015653
13.2,-4.36856767538,-6.57801809374,16.7587767291
13.208,-4.54529542789,-6.91825286205,16.6311537421
13.216,-4.73510164876,-7.27629922965,16.527924225
13.224,-4.93836492791,-7.65265437337,16.4509639239
13.232,-5.15547334064,-8.04769365533,16.402344901
13.24,-5.38681394539,-8.46163669631,16.3843463385
13.248,-5.63276040773,-8.89450759772,16.3994630721
13.256,-5.89365843257,-9.34608867245,16.450410728
13.264,-6.16980866065,-9.81586712014,16.5401260389
13.272,-6.46144666786,-10.3029742263,16.6717605759
13.28,-6.76871970098,-10.8061169011,16.8486657499
13.288,-7.09165979831,-11.3235017342,17.0743665278
13.296,-7.4301529856,-11.8527522575,17.3525208829
13.304,-7.78390431809,-12.3908208203,17.6868616055
13.312,-8.15239866973,-12.9338974242,18.0811167785
13.32,-8.5348573669,-13.4773190729,18.5389050594
13.328,-8.93019103988,-14.0154846764,19.0636019979
13.336,-9.33694943904,-14.541782309,19.6581740978
13.344,-9.75326944678,-15.0485375958,20.3249783549
13.352,-10.1768231193,-15.5269940725,21.0655267542
13.36,-10.6047683133,-15.9673383355,21.8802178665
13.368,-11.0337052742,-16.3587843388,22.7680413923
13.376,-11.4596434384,-16.6897318831,23.7262663302
13.384,-11.8779835688,-16.9480136075,24.7501293069
13.392,-12.2835210755,-17.1212420125,25.8325461804
13.4,-12.6704768277,-17.1972625774,26.9638766866
13.408,-13.0325617448,-17.1647104091,28.1317776206
13.416,-13.3630807464,-17.0136559429,29.3211834671
13.424,-13.6550800348,-16.7363104822,30.5144528367
13.432,-13.9015390308,-16.3277460976,31.6917128839
13.44,-14.0956045407,-15.7865688619,32.8314207768
13.448,-14.2308600421,-15.1154726756,33.9111409174
13.456,-14.3016177297,-14.3215966437,34.9085100971
13.464,-14.3032157871,-13.4166153866,35.8023330808
13.472,-14.2322991035,-12.4165108358,36.5737230211
13.48,-14.0870592842,-11.3410056337,37.2071805363
13.488,-13.8674101417,-10.2126788578,37.691498036
13.496,-13.5750784195,-9.05582811158,38.0203859624
13.504,-13.2135962413,-7.89517985549,38.192745655
13.512,-12.7881910061,-6.75457406123,38.2125559867
13.52,-12.3055788808,-5.6557541172,38.0883903563
13.528,-11.7736780175,-4.61737683208,37.8326275691
13.536,-11.2012655233,-3.654323698,37.4604554591
13.544,-10.5976067782,-2.77735055166,36.9887836019
13.552,-9.97208637932,-1.99306754375,36.4351793255
13.56,-9.33386700392,-1.30420333054,35.8169222136
13.568,-8.69159668974,-0.710082311408,35.1502424027
13.576,-8.05317770286,-0.207233513038,34.4497744453
13.584,-7.42560259576,0.209947118077,33.7282278175
13.592,-6.81485635369,0.548546470263,32.9962516521
13.6,-6.22587837933,0.816543709006,32.2624568036
13.608,-5.66257475526,1.0223083683,31.5335525451
13.616,-5.12786967188,1.17419951456,30.8145562555
13.624,-4.62378480345,1.28026564266,30.1090400221
13.632,-4.15153633961,1.3480364108,29.4193858789
13.64,-3.71164091411,1.38439259425,28.7470296247
13.648,-3.30402346267,1.39549892155,28.0926806339
13.656,-2.92812182582,1.38678482152,27.4565111687
13.664,-2.58298452484,1.36295971208,26.8383132421
13.672,-2.26735949397,1.32805164157,26.2376241593
13.68,-1.97977262439,1.28546039316,25.6538237231
13.688,-1.71859577797,1.23801830458,25.0862070154
13.696,-1.48210449602,1.18805389901,24.534036935
13.704,-1.26852600245,1.13745492188,23.9965805193
13.712,-1.07607832506,1.08772854446,23.4731326738
13.72,-0.903001472224,1.04005736838,22.9630304265
13.728,-0.747581636129,0.995350497231,22.4656602795
13.736,-0.608169374991,0.954289384296,21.9804607169
13.744,-0.48319267372,0.917368464417,21.5069214701
13.752,-0.371165709852,0.884930771909,21.0445807471
13.76,-0.270694069346,0.857198864457,20.5930213108
13.768,-0.180477071671,0.834301438282,20.1518660371
13.776,-0.0993077800401,0.816296048981,19.7207733775
13.784,-0.0260711934474,0.803188357385,19.299433007
13.792,0.0402589560969,0.794948309047,18.8875618228
13.8,0.100624444309,0.791523635359,18.4849003818
13.808,0.155887536084,0.79285103793,18.0912098115
13.816,0.206836463098,0.7988653885,17.7062691918
13.824,0.25419119916,0.809507246099,17.3298733852
13.832,0.29860937487,0.824728962814,16.9618312804
13.84,0.340692207575,0.844499620064,16.6019644091
13.848,0.380990351839,0.868809009407,16.2501058972
13.856,0.420009600366,0.897670845842,15.9060997124
13.864,0.45821638594,0.931125377607,15.5698001776
13.872,0.496043052038,0.969241534631,15.2410717221
13.88,0.533892873705,1.0121187381,14.9197888516
13.888,0.572144821565,1.05988847601,14.6058363225
13.896,0.611158070802,1.11271573405,14.2991095128
13.904,0.651276263924,1.1708003572,13.999514988
13.912,0.692831541478,1.23437840565,13.7069712665
13.92,0.736148358812,1.30372355791,13.4214097943
13.928,0.781547109777,1.37914860465,13.1427761459
13.936,0.829347580068,1.46100706896,12.8710314733
13.944,0.879872253938,1.54969498087,12.6061542318
13.952,0.933449498361,1.64565282785,12.3481422195
13.96,0.990416648518,1.74936769612,12.0970149711
13.968,1.05112301775,1.86137561146,11.8528165611
13.976,1.11593285402,1.9822640818,11.6156188733
13.984,1.1852282632,2.11267483608,11.3855254107
13.992,1.25941211771,2.25330674613,11.162675726
14.0,1.33891096614,2.40491890809,10.9472505703
14.008,1.42417795659,2.56833384786,10.7394778685
14.016,1.5156957827,2.74444080044,10.5396396497
14.024,1.61397965618,2.93419899423,10.3480800762
14.032,1.71958030442,3.13864084835,10.165214737
14.04,1.83308698396,3.35887496154,9.9915413929
14.048,1.95513049208,3.59608873495,9.82765238253
14.056,2.08638614724,3.85155042514,9.67424892577
14.064,2.22757669537,4.12661036614,9.53215758312
14.072,2.3794750814,4.42270102874,9.40234915541
14.08,2.5429070039,4.74133549633,9.28596032802
14.088,2.71875314341,5.0841038284,9.18431837986
14.096,2.90795092172,5.45266664908,9.09896928226
14.104,3.11149560754,5.8487451361,9.03170950351
14.112,3.33044053303,6.27410638963,8.98462180166
14.12,3.56589612264,6.73054292583,8.96011522138
14.128,3.81902735942,7.21984476393,8.96096939559
14.136,4.09104922131,7.7437622532,8.99038307092
14.144,4.38321950914,8.30395742019,9.05202650213
14.152,4.69682835658,8.90194120969,9.15009696424
14.16,5.03318355938,9.53899355979,9.28937607206
14.168,5.39359068505,10.216062816,9.47528682779
14.176,5.77932672788,10.9336405953,9.71394728212
14.184,6.19160586205,11.6916079286,10.0122163307
14.192,6.63153562735,12.4890484404,10.3777254121
14.2,7.10006167623,13.3240246272,10.8188876704
14.208,7.59789904558,14.1933141789,11.3448734634
14.216,8.12544783493,15.0921050448,11.9655379594
14.224,8.68269123851,16.0136509384,12.6912830812
14.232,9.26907417822,16.9488936649,13.5328324948
14.24,9.88336143546,17.8860655106,14.5008951834
14.248,10.5234753269,18.8102944543,15.6056912137
14.256,11.1863147858,19.7032474328,16.8563137956
14.264,11.8675603808,20.5428622734,18.2599063701
14.272,12.5614734883,21.3032364031,19.8206443739
14.28,13.260702627,21.9547581582,21.5385309754
14.288,13.9561157855,22.4645808898,23.4080466986
14.296,14.6366840855,22.7975455708,25.4167356638
14.304,15.2894485453,22.9176466766,27.5438649878
14.312,15.8996067549,22.7900999663,29.7593534403
14.32,16.4507580135,22.3840014415,32.0232196568
14.328,16.9253415422,21.6754606628,34.2858314239
14.336,17.3052902703,20.65095462,36.4892229366
14.344,17.5729005938,19.310500694,38.5696635238
14.352,17.7118863605,17.6701257635,40.4614953866
14.36,17.7085460473,15.7630625496,42.1020168958
14.368,17.5529322697,13.6391823073,43.4369109295
14.376,17.2398823687,11.362400862,44.4254757951
14.384,16.7697590799,9.00615319117,45.0447975202
14.392,16.148769983,6.64744452174,45.2920794427
14.4,15.388785563,4.36033505233,45.1846374194
14.408,14.5066506863,2.20988117792,44.7575188011
14.416,13.5230665243,0.247469754636,44.0591853247
14.424,12.4611887104,-1.49183762581,43.1460673987
14.432,11.3451252022,-2.9897829899,42.0769430174
14.44,10.1985160337,-4.24348211445,40.9079957448
14.448,9.04334103941,-5.262657163,39.6891260798
14.456,7.89904429999,-6.06621307733,38.4617410661
14.464,6.7820024651,-6.67877562064,37.2579370012
14.472,5.7053125162,-7.12763704629,36.1007866039
14.48,4.67884081296,-7.44035110003,35.0053600551
14.488,3.70946058557,-7.64304076443,33.9801250387
14.496,2.80140578959,-7.75935888222,33.0284438436
14.504,1.95667979363,-7.80997689483,32.1499776212
14.512,1.17547227176,-7.81245845881,31.3418929199
14.52,0.456552858831,-7.78138570801,30.5998309073
14.528,-0.202376780902,-7.7286311483,29.9186426687
14.536,-0.804380794238,-7.66369682826,29.2929177545
14.544,-1.35303827771,-7.59406838202,28.7173429789
14.552,-1.85224080087,-7.52555219117,28.1869294823
14.56,-2.30603309371,-7.46257887392,27.697142297
14.568,-2.71849075234,-7.40846630783,27.2439608954
14.576,-3.09362876509,-7.36564154509,26.8238930971
14.584,-3.43533510573,-7.33582439498,26.4339591667
14.592,-3.74732432261,-7.32017705059,26.0716582839
14.6,-4.03310680833,-7.31942462075,25.7349258951
14.608,-4.29597016846,-7.3339512777,25.4220876612
14.616,-4.53896977104,-7.36387626471,25.1318136639
14.624,-4.76492613173,-7.4091134194,24.8630750665
14.632,-4.97642726915,-7.46941727188,24.6151044041
14.64,-5.17583455909,-7.54441822765,24.3873599887
14.648,-5.36529093471,-7.63364887027,24.179494463
14.656,-5.54673053457,-7.73656302245,23.9913272532
14.664,-5.72188910374,-7.85254888269,23.8228205045
14.672,-5.89231461361,-7.98093730009,23.6740579924
14.68,-6.05937769416,-8.12100605103,23.5452264668
14.688,-6.22428157387,-8.27198083003,23.4365988805
14.696,-6.38807130381,-8.43303355452,23.3485189655
14.704,-6.55164210835,-8.60327850226,23.2813866492
14.712,-6.71574675892,-8.78176674576,23.2356438328
14.72,-6.88100191281,-8.96747931625,23.2117600892
14.728,-7.04789339817,-9.1593195161,23.2102178784
14.736,-7.21678046135,-9.35610480171,23.2314969161
14.744,-7.38789902523,-9.55655867506,23.2760573819
14.752,-7.56136403837,-9.75930305021,23.3443217025
14.76,-7.7371710257,-9.9628515966,23.4366547115
14.768,-7.91519698266,-10.1656046033,23.5533420591
14.776,-8.0952007871,-10.3658459507,23.694566839
14.784,-8.27682333593,-10.561742816,23.8603845057
14.792,-8.45958764736,-10.7513487687,24.0506962845
14.8,-8.64289920253,-10.9326109258,24.2652214282
14.808,-8.82604683208,-11.1033818239,24.5034688394
14.816,-9.00820448154,-11.2614366226,24.7647087679
14.824,-9.18843421145,-11.4044961604,25.0479454864
14.832,-9.36569080177,-11.5302562484,25.3518920485
14.84,-9.53882833107,-11.636423382,25.6749484196
14.848,-9.70660908593,-11.7207567887,26.0151844295
14.856,-9.86771512106,-11.7811163994,26.3703291096
14.864,-10.0207627318,-11.8155159425,26.737768014
14.872,-10.1643200158,-11.8221799263,27.1145500742
14.88,-10.296927588,-11.7996028194,27.4974053639
14.888,-10.4171223723,-11.7466082893,27.8827748527
14.896,-10.5234642282,-11.6624059599,28.2668527825
14.904,-10.6145649883,-11.5466428388,28.645641723
14.912,-10.6891192858,-11.399446403,29.0150196652
14.92,-10.745936363,-11.2214563495,29.3708177368
14.928,-10.7839718752,-11.0138422592,29.7089063127
14.936,-10.8023585636,-10.7783049089,30.0252865332
14.944,-10.8004345791,-10.517059679,30.3161835897
14.952,-10.7777682143,-10.2328014351,30.5781376828
14.96,-10.7341778475,-9.92865132716,30.8080883636
14.968,-10.6697460367,-9.6080870864,31.0034480826
14.976,-10.5848269099,-9.27485949523,31.162161211
14.984,-10.4800462843,-8.9328986581,31.2827455523
14.992,-10.3562942777,-8.58621441325,31.3643143645
15.0,-10.2147105455,-8.23879561992,31.4065780937
15.008,-10.0566626432,-7.89451309015,31.4098262557
15.016,-9.88371835447,-7.55703060662,31.374891092
15.024,-9.69761311625,-7.22972781446,31.3030956423
15.032,-9.50021388104,-6.91563786846,31.1961896564
15.04,-9.2934808826,-6.61740165465,31.0562772245
15.048,-9.07942879818,-6.33723929242,30.8857401531
15.056,-8.86008873775,-6.07693856496,30.6871609397
15.064,-8.63747234825,-5.83785900674,30.4632487799
15.072,-8.41353911598,-5.62094965951,30.216771422
15.08,-8.1901677046,-5.42677802447,29.9504949652
15.088,-7.96913190158,-5.25556749271,29.6671329402
15.096,-7.7520814825,-5.10724050766,29.3693052965
15.104,-7.54052805847,-4.98146486617,29.059507292
15.112,-7.3358357591,-4.87770085178,28.7400877704
15.12,-7.13921643064,-4.7952472656,28.4132359428
15.128,-6.95172890024,-4.73328483223,28.080975551
15.136,-6.77428177089,-4.69091587086,27.7451651714
15.144,-6.60763916597,-4.66719950683,27.407503409
15.152,-6.45242883086,-4.66118203651,27.0695377854
15.16,-6.30915201527,-4.67192233812,26.7326762489
15.168,-6.17819459764,-4.69851243955,26.3982003731
15.176,-6.05983896493,-4.74009351314,26.0672794784
15.184,-5.95427622153,-4.79586767364,25.7409850656
15.192,-5.86161836532,-4.86510601568,25.4203051006
15.2,-5.78191013271,-4.94715335077,25.1061578208
15.208,-5.71514027504,-5.04143009886,24.7994048447
15.216,-5.66125208444,-5.14743176423,24.5008634546
15.224,-5.62015303572,-5.26472638586,24.2113179925
15.232,-5.59172345319,-5.39295030465,23.9315303572
15.24,-5.57582414561,-5.5318025375,23.6622496263
15.248,-5.57230298043,-5.68103799556,23.4042208426
15.256,-5.58100038984,-5.84045973198,23.1581930152
15.264,-5.60175381613,-6.00991035622,22.9249263817
15.272,-5.63440111493,-6.18926270776,22.7051989672
15.28,-5.67878294013,-6.37840984243,22.4998124624
15.288,-5.73474413709,-6.57725435138,22.3095974193
15.296,-5.8021341701,-6.78569700413,22.1354177397
15.304,-5.88080660722,-7.00362468621,21.9781743995
15.312,-5.97061768147,-7.23089758652,21.8388083242
15.32,-6.07142394229,-7.46733558243,21.7183022883
15.328,-6.18307900583,-7.7127037709,21.6176816798
15.336,-6.30542940784,-7.96669710409,21.538013924
15.344,-6.43830955931,-8.22892410785,21.4804063213
15.352,-6.58153580333,-8.4988896939,21.4460020071
15.36,-6.73489957245,-8.77597712244,21.4359737
15.368,-6.89815965065,-9.05942923353,21.4515148611
15.376,-7.07103355303,-9.34832914485,21.4938278522
15.384,-7.25318805099,-9.64158071206,21.5641086517
15.392,-7.44422889245,-9.93788916716,21.6635276758
15.4,-7.64368979558,-10.2357424909,21.7932062589
15.408,-7.85102083293,-10.5333942363,21.9541883799
15.416,-8.06557637082,-10.8288486989,22.1474072975
15.424,-8.28660278719,-11.1198495205,22.3736468714
15.432,-8.5132262603,-11.4038730081,22.6334975256
15.44,-8.74444099984,-11.6781276342,22.9273070513
15.448,-8.9790983794,-11.9395613437,23.2551267646
15.456,-9.21589752262,-12.1848783964,23.6166539351
15.464,-9.45337798957,-12.4105675033,24.011171876
15.472,-9.68991529864,-12.6129429252,24.4374896377
15.48,-9.92372009401,-12.7881999669,24.8938838407
15.488,-10.1528418185,-12.9324858773,25.3780457961
15.496,-10.3751777638,-13.0419865285,25.8870376354
15.504,-10.5884883298,-13.1130283807,26.4172616376
15.512,-10.7904192198,-13.1421941405,26.9644472256
15.52,-10.9785311107,-13.1264492278,27.523660098
15.528,-11.1503370667,-13.0632747442,28.0893375957
15.536,-11.3033475953,-12.9508011914,28.6553535754
15.544,-11.4351227956,-12.7879358737,29.2151147416
15.552,-11.5433305258,-12.5744759119,29.7616885751
15.56,-11.625808958,-12.311198289,30.2879607501
15.568,-11.6806313315,-11.9999185266,30.7868174168
15.576,-11.7061702203,-11.6435105863,31.2513451524
15.584,-11.7011582516,-11.2458824654,31.6750390458
15.592,-11.6647420162,-10.8119046418,32.0520075981
15.6,-11.5965259426,-10.3472918523,32.377162189
15.608,-11.4966032056,-9.85844234021,32.6463790157
15.616,-11.3655713048,-9.35224229373,32.8566227578
15.624,-11.2045307545,-8.83584627981,33.0060237108
15.632,-11.0150663157,-8.3164466471,33.0939035463
15.64,-10.7992112846,-7.80104583752,33.1207488158
15.648,-10.5593964253,-7.29624516058,33.0881353706
15.656,-10.2983860925,-6.80806190281,32.9986105298
15.664,-10.0192048334,-6.34178389886,32.8555426764
15.672,-9.72505822967,-5.90186725323,32.6629497054
15.68,-9.4192518884,-5.49187921586,32.4253182727
15.688,-9.10511234497,-5.11448472056,32.1474251562
15.696,-8.78591321505,-4.77147215517,31.8341704494
15.704,-8.4648093151,-4.46381179001,31.4904300688
15.712,-8.14478072586,-4.19173904924,31.1209325182
15.72,-7.82858799067,-3.95485443889,30.7301623281
15.728,-7.51873889031,-3.75223231727,30.3222903427
15.736,-7.21746657575,-3.58253161627,29.9011292261
15.744,-6.92671830616,-3.44410288507,29.4701112778
15.752,-6.64815364995,-3.33508743267,29.0322848959
15.76,-6.38315075982,-3.25350572975,28.590325732
15.768,-6.13281921687,-3.19733347752,28.1465586585
15.776,-5.89801793194,-3.16456479195,27.7029870126
15.784,-5.67937666894,-3.15326275786,27.2613260804
15.792,-5.47731989031,-3.16159818182,26.8230383606
15.8,-5.29209179487,-3.18787773907,26.3893687231
15.808,-5.12378160435,-3.2305629027,25.9613781184
15.816,-4.97234834141,-3.28828110234,25.539974956
15.824,-4.83764451835,-3.35983052029,25.1259436557
15.832,-4.71943831452,-3.44417982987,24.7199701723
15.84,-4.61743395906,-3.54046403819,24.3226645151
15.848,-4.5312901506,-3.64797743562,23.9345804354
15.856,-4.46063643981,-3.76616449016,23.5562325501
15.864,-4.40508757308,-3.89460936722,23.1881112207
15.872,-4.36425585073,-4.03302460932,22.8306955277
15.88,-4.33776159118,-4.18123937927,22.4844646729
15.888,-4.32524181771,-4.3391875554,22.1499081249
15.896,-4.32635729822,-4.50689586771,21.8275347905
15.904,-4.34079807289,-4.68447217876,21.517881462
15.912,-4.36828760233,-4.8720939406,21.2215207519
15.92,-4.40858566067,-5.06999679747,20.9390686881
15.928,-4.46149008555,-5.27846325184,20.6711921074
15.936,-4.5268374816,-5.49781126621,20.4186159446
15.944,-4.6045029559,-5.72838263492,20.1821304797
15.952,-4.69439894456,-5.97053092592,19.9625985681
15.96,-4.79647316858,-6.22460876359,19.7609628348
15.968,-4.91070573605,-6.49095419747,19.578252775
15.976,-5.03710538578,-6.76987588032,19.415591651
15.984,-5.17570484588,-7.06163676125,19.2742030214
15.992,-5.32655525918,-7.36643598795,19.1554166729
16.0,-5.48971960701,-7.68438870741,19.0606736532
16.008,-5.66526504328,-8.01550346079,18.9915300137
16.016,-5.85325403363,-8.35965688741,18.9496587725
16.024,-6.05373417997,-8.71656549205,18.936849495
16.032,-6.2667266007,-9.08575429292,18.9550047614
16.04,-6.49221273252,-9.46652226431,19.0061326499
16.048,-6.7301194239,-9.85790462498,19.0923342196
16.056,-6.98030220434,-10.2586322122,19.2157848253
16.064,-7.24252664234,-10.6670884314,19.378707955
16.072,-7.51644775108,-11.0812645957,19.5833401646
16.08,-7.80158746899,-11.4987148707,19.8318856068
16.088,-8.0973103379,-11.916512538,20.1264586503
16.096,-8.40279762812,-12.3312098646,20.4690131842
16.104,-8.71702032336,-12.7388045293,20.8612574545
16.112,-9.038711581,-13.1347162692,21.3045537245
16.12,-9.3663395272,-13.5137781363,21.7998027433
16.128,-9.69808152871,-13.8702474287,22.3473139978
16.136,-10.031801397,-14.1978418854,22.9466640489
16.144,-10.3650313107,-14.48980698,23.5965469268
16.152,-10.6949605672,-14.7390199685,24.2946225642
16.16,-11.0184335553,-14.9381355474,25.0373714897
16.168,-11.3319595425,-15.0797763998,25.8199663376
16.176,-11.631736919,-15.1567693828,26.6361728913
16.184,-11.9136943957,-15.1624245623,27.4782950362
16.192,-12.1735512253,-15.0908497791,28.3371787018
16.2,-12.4068977682,-14.9372881403,29.2022891724
16.208,-12.6092966089,-14.6984602256,30.0618735814
16.216,-12.776402957,-14.3728875486,30.9032156703
16.224,-12.9041012893,-13.9611698096,31.7129829416
16.232,-12.9886532405,-13.4661867073,32.4776574727
16.24,-13.0268498054,-12.8931964597,33.1840316769
16.248,-13.0161592485,-12.2498083661,33.8197404134
16.256,-12.9548609872,-11.5458158191,34.373792629
16.264,-12.8421554095,-10.7928885599,34.8370607973
16.272,-12.6782402922,-10.0041372932,35.2026861839
16.28,-12.4643462808,-9.19357807447,35.4663631468
16.288,-12.2027266901,-8.375535853,35.6264760933
16.296,-11.8966004112,-7.56403412341,35.6840771448
16.304,-11.550050565,-6.77221935711,35.6427089292
16.312,-11.1678852246,-6.01186437144,35.5080926906
16.32,-10.7554695534,-5.29298481933,35.2877146067
16.328,-10.3185406945,-4.62358931074,34.9903510131
16.336,-9.86301747917,-4.00956864956,34.6255753115
16.344,-9.39481649695,-3.4547156573,34.2032859554
16.352,-8.91968446306,-2.96085596809,33.7332872664
16.36,-8.44305445647,-2.52806313832,33.2249447027
16.368,-7.96993086291,-2.15492866221,32.6869254368
16.376,-7.50480511888,-1.83885851659,32.1270253105
16.384,-7.05160191481,-1.5763716829,31.5520755013
16.392,-6.61365357921,-1.36338153808,30.967917047
16.4,-6.1936990194,-1.19544697117,30.3794287254
16.408,-5.79390283317,-1.0679857119,29.7905932806
16.416,-5.41588995521,-0.976447102999,29.2045880714
16.424,-5.0607913519,-0.916445154733,28.6238882772
16.432,-4.72929670376,-0.88385516776,28.0503733
16.44,-4.42171060253,-0.874878627789,27.4854295483
16.448,-4.138009444,-0.886081672493,26.9300450961
16.456,-3.87789684695,-0.914412433788,26.3848936429
16.464,-3.6408560265,-0.95720217647,25.8504066943
16.472,-3.42619806927,-1.01215455774,25.326833974
16.48,-3.2331054881,-1.07732664872,24.8142927879
16.488,-3.06067077492,-1.15110467483,24.3128074916
16.496,-2.90792992936,-1.23217679907,23.8223404121
16.504,-2.77389112858,-1.31950471821,23.3428156143
16.512,-2.65755883189,-1.41229537541,22.8741368451
16.52,-2.55795369475,-1.50997371271,22.4162008629
16.528,-2.47412871033,-1.61215708512,21.9689072059
16.536,-2.40518201355,-1.71863172351,21.5321652936
16.544,-2.35026677819,-1.82933145612,21.105899599
16.552,-2.3085986204,-1.94431876574,20.6900534867
16.56,-2.27946089481,-2.06376816388,20.2845921923
16.568,-2.2622082372,-2.18795179468,19.8895053139
16.576,-2.25626867228,-2.31722713498,19.5048091022
16.584,-2.26114456903,-2.45202662577,19.1305487731
16.592,-2.27641269028,-2.59284905135,18.7668010133
16.6,-2.30172354878,-2.74025247121,18.4136768149
16.608,-2.3368002494,-2.89484850443,18.0713247463
16.616,-2.38143696679,-3.05729776364,17.7399347533
16.624,-2.43549717952,-3.22830623463,17.4197425693
16.632,-2.49891175597,-3.4086223967,17.1110348124
16.64,-2.57167696293,-3.59903487582,16.8141548431
16.648,-2.65385244578,-3.8003704178,16.5295094591
16.656,-2.74555920811,-4.01349195947,16.2575765056
16.664,-2.84697759868,-4.23929656246,15.998913482
16.672,-2.9583452941,-4.47871295505,15.7541672295
16.68,-3.07995524627,-4.73269840157,15.524084781
16.688,-3.21215354358,-5.00223458596,15.3095254548
16.696,-3.35533711394,-5.28832215404,15.11147426
16.704,-3.50995117494,-5.59197350838,14.9310566694
16.712,-3.67648631173,-5.91420338854,14.7695547834
16.72,-3.85547503509,-6.25601669823,14.6284248722
16.728,-4.04748764121,-6.61839295921,14.50931622
16.736,-4.25312715906,-7.00226668043,14.4140911134
16.744,-4.47302313178,-7.40850283163,14.3448457024
16.752,-4.70782393363,-7.83786650738,14.3039313094
16.76,-4.95818727499,-8.29098576512,14.2939755639
16.768,-5.22476849438,-8.76830652934,14.3179024785
16.776,-5.50820617989,-9.27003838581,14.3789502611
16.784,-5.80910460491,-9.79609006454,14.4806852432
16.792,-6.12801240827,-10.3459934543,14.6270098098
16.8,-6.46539690179,-10.9188151399,14.8221616171
16.808,-6.82161335709,-11.5130547545,15.0707006864
16.816,-7.19686861843,-12.1265299478,15.3774801801
16.824,-7.59117842512,-12.7562485668,15.7475958199
16.832,-8.00431792356,-13.3982697959,16.1863080612
16.84,-8.43576503076,-14.0475576178,16.6989303716
16.848,-8.88463660678,-14.6978320962,17.2906764373
16.856,-9.34961783703,-15.341426727,17.9664590154
16.864,-9.82888585307,-15.9691634593,18.730633766
16.872,-10.320029466,-16.5702608751,19.5866830645
16.88,-10.8199679758,-17.1322952248,20.536837928
16.888,-11.3248733579,-17.6412381167,21.5816412242
16.896,-11.8301016891,-18.0815979684,22.7194626293
16.904,-12.3301413723,-18.4366938555,23.9459855674
16.912,-12.8185874071,-18.6890888349,25.2536984105
16.92,-13.2881523789,-18.8212036662,26.6314358088
16.928,-13.7307256588,-18.8161196343,28.0640295631
16.936,-14.1374920838,-18.6585598193,29.532139437
16.944,-14.499119633,-18.3360116283,31.0123392384
16.952,-14.8060218804,-17.8399213369,32.4775283601
16.96,-15.048695003,-17.1668576724,33.8977199496
16.968,-15.2181209041,-16.3195124589,35.2412217077
16.976,-15.3062181307,-15.3073902539,36.4761747939
16.984,-15.3063118855,-14.1470442552,37.5723556598
16.992,-15.2135853137,-12.8617487766,38.5030849326
17.0,-15.0254684943,-11.4805602563,39.2470405423
17.008,-14.74192121,-10.0368024482,39.7897535587
17.016,-14.3655719346,-8.56610261578,40.1245852032
17.024,-13.9016886223,-7.10418437861,40.2530442777
17.032,-13.3579752909,-5.68466956639,40.1843968687
17.04,-12.7442090512,-4.33714279219,39.9346257976
17.048,-12.071751361,-3.08568674456,39.5248922321
17.056,-11.3529812133,-1.94801438575,38.9797149383
17.064,-10.6007042506,-0.935226496158,38.3251017834
17.072,-9.8275897484,-0.0521320110135,37.5868435884
17.08,-9.04567825527,0.701997504958,36.7891236188
17.088,-8.2659889647,1.33240011353,35.9535242868
17.096,-7.49824069782,1.84768261985,35.0984434166
17.104,-6.75068646023,2.25870128103,34.2388783479
17.112,-6.03005076109,2.57756026168,33.3865030395
17.12,-5.34155205669,2.81678304598,32.549950782
17.128,-4.68898967517,2.98867642294,31.7352186492
17.136,-4.07487466144,3.10488036571,30.9461233377
17.144,-3.50058616014,3.17608085026,30.184755873
17.152,-2.96653826064,3.21185504044,29.4519005268
17.16,-2.47234587999,3.22061700763,28.7473986487
17.168,-2.0169817189,3.20963487105,28.0704498617
17.176,-1.5989192924,3.18509495339,27.4198511592
17.184,-1.21625938812,3.1521938308,26.7941793528
17.192,-0.866839046807,3.11524414589,26.1919248078
17.2,-0.548323362056,3.07778431068,25.6115851853
17.208,-0.258281162415,3.04268560866,25.0517276213
17.216,0.00575392689619,3.01225274499,24.5110268893
17.224,0.246235349159,2.98831570839,23.9882859451
17.232,0.465566679269,2.97231204528,23.4824440602
17.24,0.666074222209,2.9653594483,22.9925766311
